Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,ApplicantIncome_log,CoapplicantIncome_log,LoanAmount_log,Total_Income_log,Property_Area_Semiurban,Property_Area_Urban
0.5215560615970262,0.7441756972344841,-0.7572984197136603,0.5404676337745813,-0.3695592971013909,-3.128984884501935,0.5025445456953674,-1.6498427755284286,0.5862177924996814,-0.5980516902305364,-1.298453702764165,-0.7375806106675421,1.4120561033558088
0.5215560615970262,0.7441756972344841,0.23162052730603977,0.5404676337745813,2.705925700810184,0.26769168001602667,0.5025445456953674,-0.21672765229079893,0.5801141681410125,-0.5980516902305364,-0.2904559145938805,-0.7375806106675421,1.4120561033558088
0.5215560615970262,0.7441756972344841,-0.7572984197136603,0.5404676337745813,-0.3695592971013909,0.26769168001602667,0.5025445456953674,-0.6652662164020227,0.5955066706891737,-0.3444450646391509,-0.6121239346753473,-0.7375806106675421,1.4120561033558088
-1.9173394264424013,-1.3437686875776969,-0.7572984197136603,0.5404676337745813,-0.3695592971013909,0.26769168001602667,0.5025445456953674,-0.36939622657303933,-1.3203315417396413,-0.5980516902305364,-0.873793494745319,-0.7375806106675421,-0.7081871588695798
-1.9173394264424013,0.7441756972344841,2.20945842134544,0.5404676337745813,-0.3695592971013909,0.26769168001602667,-1.9898733526523642,1.2210121175988646,1.0493500509960092,-0.5980516902305364,1.6305888759747673,-0.7375806106675421,1.4120561033558088
0.5215560615970262,-1.3437686875776969,0.23162052730603977,0.5404676337745813,-0.3695592971013909,0.26769168001602667,0.5025445456953674,1.5187794073401775,-1.3203315417396413,2.9541933730982186,1.0656200582624185,-0.7375806106675421,-0.7081871588695798
0.5215560615970262,0.7441756972344841,-0.7572984197136603,0.5404676337745813,-0.3695592971013909,0.26769168001602667,0.5025445456953674,0.6479702482605494,0.3851426363146361,0.6525600982838622,0.30725174076970846,-0.7375806106675421,-0.7081871588695798
-1.9173394264424013,0.7441756972344841,1.2205394743257398,0.5404676337745813,-0.3695592971013909,0.26769168001602667,0.5025445456953674,-0.7571199684030269,0.7401814636424513,-0.5980516902305364,-0.3622143902683235,-0.7375806106675421,1.4120561033558088
-1.9173394264424013,-1.3437686875776969,0.23162052730603977,-1.8502495570661337,-0.3695592971013909,0.26769168001602667,0.5025445456953674,-0.5571239729988785,-1.3203315417396413,-0.11292035498375465,-1.0666154595851671,1.3557840126721294,-0.7081871588695798
0.5215560615970262,0.7441756972344841,1.2205394743257398,0.5404676337745813,-0.3695592971013909,-0.4707162687922259,-1.9898733526523642,1.2928753626742637,0.5418778428092341,0.2972523445523243,0.9962569898042383,-0.7375806106675421,-0.7081871588695798
